INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
199742306,07/12/2019,22:35:00,QUEENS,113,0,,false,<18,M,BLACK,65+,F,BLACK,1044480,188539,40.68397606800004,-73.78283677199995,POINT (-73.78283677199995 40.68397606800004)
199658515,07/12/2019,01:50:00,QUEENS,109,0,,false,,,,25-44,M,WHITE HISPANIC,1031989,209995,40.74294374700002,-73.82772191799995,POINT (-73.82772191799995 40.74294374700002)
199742303,07/12/2019,22:50:00,QUEENS,115,0,,false,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1019596,213314,40.75211177400007,-73.87242800499997,POINT (-73.87242800499997 40.75211177400007)
199742303,07/12/2019,22:50:00,QUEENS,115,0,,false,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,019,596","213,314",40.75211177400007,-73.87242800499997,POINT (-73.87242800499997 40.75211177400007)
199742305,07/13/2019,00:43:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,65+,F,BLACK,999155,226676,40.788845063000046,-73.94617553799998,POINT (-73.94617553799998 40.788845063000046)
199742305,07/13/2019,00:43:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,65+,F,BLACK,"999,155","226,676",40.788845063000046,-73.94617553799998,POINT (-73.94617553799998 40.788845063000046)
199742308,07/13/2019,23:25:00,BROOKLYN,81,0,,false,,,,18-24,M,BLACK,1003614,186315,40.67805543000002,-73.93018906599998,POINT (-73.93018906599998 40.67805543000002)
199728579,07/13/2019,02:45:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,true,<18,M,BLACK,25-44,M,UNKNOWN,990311,201886,40.720813298000046,-73.97813591099998,POINT (-73.97813591099998 40.720813298000046)
199742305,07/13/2019,00:43:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,45-64,M,BLACK,999155,226676,40.788845063000046,-73.94617553799998,POINT (-73.94617553799998 40.788845063000046)
199742309,07/13/2019,22:56:00,BRONX,48,0,,false,,,,25-44,M,BLACK HISPANIC,"1,013,952","247,178",40.84507992600004,-73.89264894999997,POINT (-73.89264894999997 40.84507992600004)
199728579,07/13/2019,02:45:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,WHITE HISPANIC,25-44,M,UNKNOWN,990311,201886,40.720813298000046,-73.97813591099998,POINT (-73.97813591099998 40.720813298000046)
199742305,07/13/2019,00:43:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,WHITE HISPANIC,"999,155","226,676",40.788845063000046,-73.94617553799998,POINT (-73.94617553799998 40.788845063000046)
199742308,07/13/2019,23:25:00,BROOKLYN,81,0,,false,,,,18-24,M,BLACK,"1,003,614","186,315",40.67805543000002,-73.93018906599998,POINT (-73.93018906599998 40.67805543000002)
199728579,07/13/2019,02:45:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,UNKNOWN,990311,201886,40.720813298000046,-73.97813591099998,POINT (-73.97813591099998 40.720813298000046)
199742305,07/13/2019,00:43:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,999155,226676,40.788845063000046,-73.94617553799998,POINT (-73.94617553799998 40.788845063000046)
199742307,07/13/2019,21:43:00,BRONX,46,0,,false,18-24,M,BLACK,25-44,M,BLACK,"1,011,711","248,986",40.85004960500004,-73.90074122799997,POINT (-73.90074122799997 40.85004960500004)
199742309,07/13/2019,22:56:00,BRONX,48,0,,false,,,,25-44,M,BLACK HISPANIC,1013952,247178,40.84507992600004,-73.89264894999997,POINT (-73.89264894999997 40.84507992600004)
199742307,07/13/2019,21:43:00,BRONX,46,0,,false,18-24,M,BLACK,25-44,M,BLACK,1011711,248986,40.85004960500004,-73.90074122799997,POINT (-73.90074122799997 40.85004960500004)
199728579,07/13/2019,02:45:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,UNKNOWN,"990,311","201,886",40.720813298000046,-73.97813591099998,POINT (-73.97813591099998 40.720813298000046)
199741932,07/14/2019,02:22:00,MANHATTAN,25,0,,true,,,,25-44,M,BLACK,1001354,234576,40.81052442400005,-73.93821424599997,POINT (-73.93821424599997 40.81052442400005)
199742311,07/14/2019,00:03:00,BROOKLYN,67,0,,false,,,,25-44,M,UNKNOWN,1005657,181039,40.663569288000076,-73.92284026399994,POINT (-73.92284026399994 40.663569288000076)
199744072,07/14/2019,00:28:00,BROOKLYN,73,0,,false,25-44,M,UNKNOWN,45-64,M,BLACK,"1,009,905","180,751",40.662767503000055,-73.90752952599996,POINT (-73.90752952599996 40.662767503000055)
199744071,07/14/2019,03:45:00,BRONX,45,0,,false,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC,"1,032,140","242,004",40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
199744074,07/14/2019,01:30:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK HISPANIC,"1,004,748","188,134",40.683045618000044,-73.92609516299996,POINT (-73.92609516299996 40.683045618000044)
199744074,07/14/2019,01:30:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK HISPANIC,1004748,188134,40.683045618000044,-73.92609516299996,POINT (-73.92609516299996 40.683045618000044)
199744073,07/14/2019,22:43:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,"1,009,968","182,502",40.667573424000075,-73.90729576599993,POINT (-73.90729576599993 40.667573424000075)
199744072,07/14/2019,00:28:00,BROOKLYN,73,0,,false,25-44,M,UNKNOWN,45-64,M,BLACK,1009905,180751,40.662767503000055,-73.90752952599996,POINT (-73.90752952599996 40.662767503000055)
199744071,07/14/2019,03:45:00,BRONX,45,0,,false,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,"1,032,140","242,004",40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
199741932,07/14/2019,02:22:00,MANHATTAN,25,0,,true,,,,25-44,M,BLACK,"1,001,354","234,576",40.81052442400005,-73.93821424599997,POINT (-73.93821424599997 40.81052442400005)
199744071,07/14/2019,03:45:00,BRONX,45,0,,false,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1032140,242004,40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
199742311,07/14/2019,00:03:00,BROOKLYN,67,0,,false,,,,25-44,M,UNKNOWN,"1,005,657","181,039",40.663569288000076,-73.92284026399994,POINT (-73.92284026399994 40.663569288000076)
199744073,07/14/2019,22:43:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1009968,182502,40.667573424000075,-73.90729576599993,POINT (-73.90729576599993 40.667573424000075)
199742311,07/14/2019,00:03:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1005657,181039,40.663569288000076,-73.92284026399994,POINT (-73.92284026399994 40.663569288000076)
199742311,07/14/2019,00:03:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,"1,005,657","181,039",40.663569288000076,-73.92284026399994,POINT (-73.92284026399994 40.663569288000076)
199786226,07/15/2019,00:07:00,BROOKLYN,73,0,,false,,,,18-24,M,BLACK,1009869,180290,40.66150226400004,-73.90766103699997,POINT (-73.90766103699997 40.66150226400004)
199786226,07/15/2019,00:07:00,BROOKLYN,73,0,,false,,,,18-24,M,BLACK,"1,009,869","180,290",40.66150226400004,-73.90766103699997,POINT (-73.90766103699997 40.66150226400004)
199785879,07/15/2019,17:35:00,MANHATTAN,25,0,,false,18-24,M,BLACK,<18,M,BLACK,1000550,230489,40.79930825400004,-73.94112857099998,POINT (-73.94112857099998 40.79930825400004)
